day,slot,mechanism,location,kl15,note
70,0,leakage,SEG-B,0.408,step change from onset
70,0,seepage,SEG-D,0.0425,quadratic growth from onset
70,1,evaporation,TK-03,0.000223,FREE VENT - PV valve missing/stuck open
70,1,evaporation,TK-05,0.003481,"PV valve, set 2.5 kPa"
70,1,evaporation,loading bays,0.003866,vapour displaced from road tankers
70,1,leakage,SEG-B,0.504,step change from onset
70,1,seepage,SEG-D,0.0525,quadratic growth from onset
70,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
70,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
70,2,evaporation,TK-03,0.002124,FREE VENT - PV valve missing/stuck open
70,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
70,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
70,2,evaporation,loading bays,0.001755,vapour displaced from road tankers
70,2,leakage,SEG-B,0.288,step change from onset
70,2,seepage,SEG-D,0.03,quadratic growth from onset
71,0,evaporation,TK-01,0.002773,"PV valve, set 2.5 kPa"
71,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
71,0,evaporation,TK-03,0.000161,FREE VENT - PV valve missing/stuck open
71,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
71,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
71,0,evaporation,loading bays,0.001784,vapour displaced from road tankers
71,0,leakage,SEG-B,0.408,step change from onset
71,0,seepage,SEG-D,0.046,quadratic growth from onset
71,1,evaporation,TK-03,0.000222,FREE VENT - PV valve missing/stuck open
71,1,evaporation,TK-04,0.004349,"PV valve, set 2.5 kPa"
71,1,evaporation,loading bays,0.003927,vapour displaced from road tankers
71,1,leakage,SEG-B,0.504,step change from onset
71,1,seepage,SEG-D,0.0568,quadratic growth from onset
71,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
71,2,evaporation,TK-02,0.001972,"PV valve, set 2.5 kPa"
71,2,evaporation,TK-03,0.00019,FREE VENT - PV valve missing/stuck open
71,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
71,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
71,2,evaporation,loading bays,0.001702,vapour displaced from road tankers
71,2,leakage,SEG-B,0.288,step change from onset
71,2,seepage,SEG-D,0.0324,quadratic growth from onset
72,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
72,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
72,0,evaporation,TK-03,0.000181,FREE VENT - PV valve missing/stuck open
72,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
72,0,evaporation,TK-05,0.002527,"PV valve, set 2.5 kPa"
72,0,evaporation,loading bays,0.002308,vapour displaced from road tankers
72,0,leakage,SEG-B,0.408,step change from onset
72,0,seepage,SEG-D,0.0496,quadratic growth from onset
72,1,evaporation,TK-03,0.004053,FREE VENT - PV valve missing/stuck open
72,1,evaporation,loading bays,0.003653,vapour displaced from road tankers
72,1,leakage,SEG-B,0.504,step change from onset
72,1,seepage,SEG-D,0.0612,quadratic growth from onset
72,2,evaporation,TK-01,0.002261,"PV valve, set 2.5 kPa"
72,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
72,2,evaporation,TK-03,0.000156,FREE VENT - PV valve missing/stuck open
72,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
72,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
72,2,evaporation,loading bays,0.001399,vapour displaced from road tankers
72,2,leakage,SEG-B,0.288,step change from onset
72,2,seepage,SEG-D,0.035,quadratic growth from onset
73,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
73,0,evaporation,TK-02,0.002846,"PV valve, set 2.5 kPa"
73,0,evaporation,TK-03,0.000156,FREE VENT - PV valve missing/stuck open
73,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
73,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
73,0,evaporation,loading bays,0.002141,vapour displaced from road tankers
73,0,leakage,SEG-B,0.408,step change from onset
73,0,seepage,SEG-D,0.0533,quadratic growth from onset
73,1,evaporation,TK-03,0.000207,FREE VENT - PV valve missing/stuck open
73,1,evaporation,TK-04,0.004514,"PV valve, set 2.5 kPa"
73,1,evaporation,loading bays,0.003642,vapour displaced from road tankers
73,1,leakage,SEG-B,0.504,step change from onset
73,1,seepage,SEG-D,0.0659,quadratic growth from onset
73,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
73,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
73,2,evaporation,TK-03,0.000174,FREE VENT - PV valve missing/stuck open
73,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
73,2,evaporation,TK-05,0.001898,"PV valve, set 2.5 kPa"
73,2,evaporation,loading bays,0.00157,vapour displaced from road tankers
73,2,leakage,SEG-B,0.288,step change from onset
73,2,seepage,SEG-D,0.0376,quadratic growth from onset
74,0,evaporation,TK-01,0.002179,"PV valve, set 2.5 kPa"
74,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
74,0,evaporation,TK-03,0.000161,FREE VENT - PV valve missing/stuck open
74,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
74,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
74,0,evaporation,loading bays,0.002207,vapour displaced from road tankers
74,0,leakage,SEG-B,0.408,step change from onset
74,0,seepage,SEG-D,0.0572,quadratic growth from onset
74,1,evaporation,TK-03,0.000232,FREE VENT - PV valve missing/stuck open
74,1,evaporation,TK-05,0.004803,"PV valve, set 2.5 kPa"
74,1,evaporation,loading bays,0.003072,vapour displaced from road tankers
74,1,leakage,SEG-B,0.504,step change from onset
74,1,seepage,SEG-D,0.0706,quadratic growth from onset
74,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
74,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
74,2,evaporation,TK-03,0.002205,FREE VENT - PV valve missing/stuck open
74,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
74,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
74,2,evaporation,loading bays,0.001719,vapour displaced from road tankers
74,2,leakage,SEG-B,0.288,step change from onset
74,2,seepage,SEG-D,0.0404,quadratic growth from onset
75,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
75,0,evaporation,TK-02,0.00168,"PV valve, set 2.5 kPa"
75,0,evaporation,TK-03,0.000156,FREE VENT - PV valve missing/stuck open
75,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
75,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
75,0,evaporation,loading bays,0.002059,vapour displaced from road tankers
75,0,leakage,SEG-B,0.408,step change from onset
75,0,seepage,SEG-D,0.0612,quadratic growth from onset
75,1,evaporation,TK-03,0.000219,FREE VENT - PV valve missing/stuck open
75,1,evaporation,TK-04,0.00459,"PV valve, set 2.5 kPa"
75,1,evaporation,loading bays,0.003443,vapour displaced from road tankers
75,1,leakage,SEG-B,0.504,step change from onset
75,1,seepage,SEG-D,0.0756,quadratic growth from onset
75,2,evaporation,TK-01,0.002083,"PV valve, set 2.5 kPa"
75,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
75,2,evaporation,TK-03,0.000183,FREE VENT - PV valve missing/stuck open
75,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
75,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
75,2,evaporation,loading bays,0.001281,vapour displaced from road tankers
75,2,leakage,SEG-B,0.288,step change from onset
75,2,seepage,SEG-D,0.0432,quadratic growth from onset
76,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
76,0,evaporation,TK-02,0.002403,"PV valve, set 2.5 kPa"
76,0,evaporation,TK-03,0.000175,FREE VENT - PV valve missing/stuck open
76,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
76,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
76,0,evaporation,loading bays,0.002212,vapour displaced from road tankers
76,0,leakage,SEG-B,0.408,step change from onset
76,0,seepage,SEG-D,0.0653,quadratic growth from onset
76,1,evaporation,TK-03,0.000235,FREE VENT - PV valve missing/stuck open
76,1,evaporation,TK-05,0.004616,"PV valve, set 2.5 kPa"
76,1,evaporation,loading bays,0.003977,vapour displaced from road tankers
76,1,leakage,SEG-B,0.504,step change from onset
76,1,seepage,SEG-D,0.0807,quadratic growth from onset
76,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
76,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
76,2,evaporation,TK-03,0.002087,FREE VENT - PV valve missing/stuck open
76,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
76,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
76,2,evaporation,loading bays,0.001662,vapour displaced from road tankers
76,2,leakage,SEG-B,0.288,step change from onset
76,2,seepage,SEG-D,0.0461,quadratic growth from onset
77,0,evaporation,TK-01,0.002945,"PV valve, set 2.5 kPa"
77,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
77,0,evaporation,TK-03,0.000173,FREE VENT - PV valve missing/stuck open
77,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
77,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
77,0,evaporation,loading bays,0.002516,vapour displaced from road tankers
77,0,leakage,SEG-B,0.408,step change from onset
77,0,seepage,SEG-D,0.0696,quadratic growth from onset
77,1,spill,LB-05,8.5,hose coupling failure during loading
77,1,evaporation,TK-03,0.000231,FREE VENT - PV valve missing/stuck open
77,1,evaporation,TK-04,0.004821,"PV valve, set 2.5 kPa"
77,1,evaporation,loading bays,0.00318,vapour displaced from road tankers
77,1,leakage,SEG-B,0.504,step change from onset
77,1,seepage,SEG-D,0.086,quadratic growth from onset
77,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
77,2,evaporation,TK-02,0.002515,"PV valve, set 2.5 kPa"
77,2,evaporation,TK-03,0.000196,FREE VENT - PV valve missing/stuck open
77,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
77,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
77,2,evaporation,loading bays,0.001688,vapour displaced from road tankers
77,2,leakage,SEG-B,0.288,step change from onset
77,2,seepage,SEG-D,0.0492,quadratic growth from onset
78,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
78,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
78,0,evaporation,TK-03,0.002295,FREE VENT - PV valve missing/stuck open
78,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
78,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
78,0,evaporation,loading bays,0.002461,vapour displaced from road tankers
78,0,leakage,SEG-B,0.408,step change from onset
78,0,seepage,SEG-D,0.0741,quadratic growth from onset
78,1,evaporation,TK-03,0.000222,FREE VENT - PV valve missing/stuck open
78,1,evaporation,TK-05,0.004726,"PV valve, set 2.5 kPa"
78,1,evaporation,loading bays,0.003634,vapour displaced from road tankers
78,1,leakage,SEG-B,0.504,step change from onset
78,1,seepage,SEG-D,0.0915,quadratic growth from onset
78,2,evaporation,TK-01,0.002203,"PV valve, set 2.5 kPa"
78,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
78,2,evaporation,TK-03,0.00019,FREE VENT - PV valve missing/stuck open
78,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
78,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
78,2,evaporation,loading bays,0.001613,vapour displaced from road tankers
78,2,leakage,SEG-B,0.288,step change from onset
78,2,seepage,SEG-D,0.0523,quadratic growth from onset
79,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
79,0,evaporation,TK-02,0.002207,"PV valve, set 2.5 kPa"
79,0,evaporation,TK-03,0.000175,FREE VENT - PV valve missing/stuck open
79,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
79,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
79,0,evaporation,loading bays,0.002051,vapour displaced from road tankers
79,0,leakage,SEG-B,0.408,step change from onset
79,0,seepage,SEG-D,0.0786,quadratic growth from onset
79,1,evaporation,TK-03,0.003667,FREE VENT - PV valve missing/stuck open
79,1,evaporation,loading bays,0.003461,vapour displaced from road tankers
79,1,leakage,SEG-B,0.504,step change from onset
79,1,seepage,SEG-D,0.0971,quadratic growth from onset
79,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
79,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
79,2,evaporation,TK-03,0.000165,FREE VENT - PV valve missing/stuck open
79,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
79,2,evaporation,TK-05,0.0022,"PV valve, set 2.5 kPa"
79,2,evaporation,loading bays,0.001704,vapour displaced from road tankers
79,2,leakage,SEG-B,0.288,step change from onset
79,2,seepage,SEG-D,0.0555,quadratic growth from onset
80,0,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
80,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
80,0,evaporation,TK-03,0.000163,FREE VENT - PV valve missing/stuck open
80,0,evaporation,TK-04,0.00298,"PV valve, set 2.5 kPa"
80,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
80,0,evaporation,loading bays,0.002353,vapour displaced from road tankers
80,0,leakage,SEG-B,0.408,step change from onset
80,0,seepage,SEG-D,0.0833,quadratic growth from onset
80,1,evaporation,TK-01,0.004453,"PV valve, set 2.5 kPa"
80,1,evaporation,TK-03,0.000223,FREE VENT - PV valve missing/stuck open
80,1,evaporation,loading bays,0.0039,vapour displaced from road tankers
80,1,leakage,SEG-B,0.504,step change from onset
80,1,seepage,SEG-D,0.1029,quadratic growth from onset
80,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
80,2,evaporation,TK-02,0.001935,"PV valve, set 2.5 kPa"
80,2,evaporation,TK-03,0.000167,FREE VENT - PV valve missing/stuck open
80,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
80,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
80,2,evaporation,loading bays,0.001576,vapour displaced from road tankers
80,2,leakage,SEG-B,0.288,step change from onset
80,2,seepage,SEG-D,0.0588,quadratic growth from onset
81,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
81,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
81,0,evaporation,TK-03,0.000165,FREE VENT - PV valve missing/stuck open
81,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
81,0,evaporation,TK-05,0.002604,"PV valve, set 2.5 kPa"
81,0,evaporation,loading bays,0.001658,vapour displaced from road tankers
81,0,leakage,SEG-B,0.408,step change from onset
81,0,seepage,SEG-D,0.0881,quadratic growth from onset
81,1,evaporation,TK-03,0.000229,FREE VENT - PV valve missing/stuck open
81,1,evaporation,TK-04,0.004308,"PV valve, set 2.5 kPa"
81,1,evaporation,loading bays,0.003899,vapour displaced from road tankers
81,1,leakage,SEG-B,0.504,step change from onset
81,1,seepage,SEG-D,0.1089,quadratic growth from onset
81,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
81,2,evaporation,TK-02,0.002168,"PV valve, set 2.5 kPa"
81,2,evaporation,TK-03,0.000206,FREE VENT - PV valve missing/stuck open
81,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
81,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
81,2,evaporation,loading bays,0.001945,vapour displaced from road tankers
81,2,leakage,SEG-B,0.288,step change from onset
81,2,seepage,SEG-D,0.0622,quadratic growth from onset
82,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
82,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
82,0,evaporation,TK-03,0.003628,FREE VENT - PV valve missing/stuck open
82,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
82,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
82,0,evaporation,loading bays,0.002363,vapour displaced from road tankers
82,0,leakage,SEG-B,0.408,step change from onset
82,0,seepage,SEG-D,0.0931,quadratic growth from onset
82,1,evaporation,TK-01,0.00375,"PV valve, set 2.5 kPa"
82,1,evaporation,TK-03,0.000191,FREE VENT - PV valve missing/stuck open
82,1,evaporation,loading bays,0.003531,vapour displaced from road tankers
82,1,leakage,SEG-B,0.504,step change from onset
82,1,seepage,SEG-D,0.115,quadratic growth from onset
82,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
82,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
82,2,evaporation,TK-03,0.000164,FREE VENT - PV valve missing/stuck open
82,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
82,2,evaporation,TK-05,0.002197,"PV valve, set 2.5 kPa"
82,2,evaporation,loading bays,0.001566,vapour displaced from road tankers
82,2,leakage,SEG-B,0.288,step change from onset
82,2,seepage,SEG-D,0.0657,quadratic growth from onset
83,0,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
83,0,evaporation,TK-02,0.00295,"PV valve, set 2.5 kPa"
83,0,evaporation,TK-03,0.000164,FREE VENT - PV valve missing/stuck open
83,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
83,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
83,0,evaporation,loading bays,0.002117,vapour displaced from road tankers
83,0,leakage,SEG-B,0.408,step change from onset
83,0,seepage,SEG-D,0.0982,quadratic growth from onset
83,1,evaporation,TK-03,0.000221,FREE VENT - PV valve missing/stuck open
83,1,evaporation,TK-05,0.004407,"PV valve, set 2.5 kPa"
83,1,evaporation,loading bays,0.00394,vapour displaced from road tankers
83,1,leakage,SEG-B,0.504,step change from onset
83,1,seepage,SEG-D,0.1213,quadratic growth from onset
83,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
83,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
83,2,evaporation,TK-03,0.000179,FREE VENT - PV valve missing/stuck open
83,2,evaporation,TK-04,0.001996,"PV valve, set 2.5 kPa"
83,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
83,2,evaporation,loading bays,0.001669,vapour displaced from road tankers
83,2,leakage,SEG-B,0.288,step change from onset
83,2,seepage,SEG-D,0.0693,quadratic growth from onset
84,0,evaporation,TK-01,0.002952,"PV valve, set 2.5 kPa"
84,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
84,0,evaporation,TK-03,0.000181,FREE VENT - PV valve missing/stuck open
84,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
84,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
84,0,evaporation,loading bays,0.00229,vapour displaced from road tankers
84,0,leakage,SEG-B,0.408,step change from onset
84,0,seepage,SEG-D,0.1034,quadratic growth from onset
84,1,evaporation,TK-03,0.004837,FREE VENT - PV valve missing/stuck open
84,1,evaporation,loading bays,0.003171,vapour displaced from road tankers
84,1,leakage,SEG-B,0.504,step change from onset
84,1,seepage,SEG-D,0.1278,quadratic growth from onset
84,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
84,2,evaporation,TK-02,0.002415,"PV valve, set 2.5 kPa"
84,2,evaporation,TK-03,0.000152,FREE VENT - PV valve missing/stuck open
84,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
84,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
84,2,evaporation,loading bays,0.001998,vapour displaced from road tankers
84,2,leakage,SEG-B,0.288,step change from onset
84,2,seepage,SEG-D,0.073,quadratic growth from onset
85,0,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
85,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
85,0,evaporation,TK-03,0.00015,FREE VENT - PV valve missing/stuck open
85,0,evaporation,TK-04,0.002498,"PV valve, set 2.5 kPa"
85,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
85,0,evaporation,loading bays,0.002269,vapour displaced from road tankers
85,0,leakage,SEG-B,0.408,step change from onset
85,0,seepage,SEG-D,0.1088,quadratic growth from onset
85,1,evaporation,TK-03,0.000196,FREE VENT - PV valve missing/stuck open
85,1,evaporation,TK-05,0.004501,"PV valve, set 2.5 kPa"
85,1,evaporation,loading bays,0.003763,vapour displaced from road tankers
85,1,leakage,SEG-B,0.504,step change from onset
85,1,seepage,SEG-D,0.1344,quadratic growth from onset
85,2,evaporation,TK-01,0.002181,"PV valve, set 2.5 kPa"
85,2,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
85,2,evaporation,TK-03,0.000182,FREE VENT - PV valve missing/stuck open
85,2,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
85,2,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
85,2,evaporation,loading bays,0.002031,vapour displaced from road tankers
85,2,leakage,SEG-B,0.288,step change from onset
85,2,seepage,SEG-D,0.0768,quadratic growth from onset
86,0,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
86,0,evaporation,TK-02,0.002774,"PV valve, set 2.5 kPa"
86,0,evaporation,TK-03,0.000172,FREE VENT - PV valve missing/stuck open
86,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
86,0,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
86,0,evaporation,loading bays,0.002232,vapour displaced from road tankers
86,0,leakage,SEG-B,0.408,step change from onset
86,0,seepage,SEG-D,0.1143,quadratic growth from onset
86,1,evaporation,TK-03,0.000229,FREE VENT - PV valve missing/stuck open
86,1,evaporation,TK-04,0.005814,"PV valve, set 2.5 kPa"
86,1,evaporation,loading bays,0.003467,vapour displaced from road tankers
86,1,leakage,SEG-B,0.504,step change from onset
86,1,seepage,SEG-D,0.1412,quadratic growth from onset
86,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
86,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
86,2,evaporation,TK-03,0.000185,FREE VENT - PV valve missing/stuck open
86,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
86,2,evaporation,TK-05,0.001936,"PV valve, set 2.5 kPa"
86,2,evaporation,loading bays,0.001595,vapour displaced from road tankers
86,2,leakage,SEG-B,0.288,step change from onset
86,2,seepage,SEG-D,0.0807,quadratic growth from onset
87,0,evaporation,TK-01,0.002965,"PV valve, set 2.5 kPa"
87,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
87,0,evaporation,TK-03,0.000181,FREE VENT - PV valve missing/stuck open
